mse_id,udyam_no,enterprise_name,org_type,gender_owner,social_category,specially_abled,state,district,pin_code,nic_5digit,major_activity,classification,employees,investment_lakh,description,products,ondc_domain,b2b_or_b2c,current_business_state,has_gstin,has_pan,has_catalogue,has_devices,has_printer,workshop_interest,language,mobile_number
MSE-02162,UDYAM-TN-26-1271365,Super Stationery And Xerox,Proprietary,Male,General,No,Tamil Nadu,Tiruppur,185242,17097,Manufacturing,Micro,1,1.0,"Small unit making home decor items, curtains and cookware. Quality products at wholesale rates.",home decor items|curtains|cookware,RET16,B2C,Only online,No,Yes,No,Yes,No,Yes,hi,9267041292
MSE-02163,UDYAM-TN-20-4343921,Shivshakti Dairy,Proprietary,Male,SC,No,Tamil Nadu,Tiruchirappalli,789949,10509,Services,Small,4,20.0,"Humari unit atta banati hai. 12 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",atta|dry fruits|ghee,RET10,B2C,Both,No,No,No,No,Yes,Yes,hi,9183394292
MSE-02164,UDYAM-PB-08-6702810,Jay Ganesh Enterprises,Proprietary,Male,General,No,Punjab,Amritsar,586641,14101,Services,Small,5,15.0,Jay Ganesh Enterprises is a small enterprise producing artificial jewellery. We want to sell online across India.,artificial jewellery|cotton sarees|handbags,RET12,B2B,Only offline,No,Yes,No,Yes,No,Yes,hi,9420806201
MSE-02165,UDYAM-MH-08-4548547,S.K.G,Proprietary,Male,General,No,Maharashtra,Kolhapur,382956,56303,Services,Micro,4,3.0,"Small unit making beverages, sweets and tiffin meals. Quality products at wholesale rates.",beverages|sweets|tiffin meals,RET11,B2C,Only offline,No,Yes,No,Yes,Yes,No,en,9222965324
MSE-02166,UDYAM-TN-18-6445461,M/S.Falak Ladies Tailoring & Beauty Parlour,Proprietary,Female,General,No,Tamil Nadu,Thiruvarur,844799,14105,Manufacturing,Micro,2,3.0,हम kurtis और handbags बनाते हैं। हमारा काम Thiruvarur में है और हम ऑनलाइन बेचना चाहते हैं।,kurtis|handbags|cotton sarees,RET12,B2C,Only offline,No,Yes,No,Yes,Yes,Yes,te,9594764403
MSE-02167,UDYAM-MH-21-1738361,Joshi Electronic,Proprietary,Male,General,No,Maharashtra,Ahmednagar,311759,26109,Services,Micro,1,3.0,"Hum Ahmednagar mein speakers aur CCTV cameras banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",speakers|CCTV cameras|LED lights,RET14,B2C,Only offline,No,Yes,Yes,Yes,Yes,No,ta,9339024622
MSE-02168,UDYAM-MH-02-1127284,Ravi Traders,Proprietary,Male,SC,No,Maharashtra,Raigad,205479,14101,Services,Micro,8,2.0,"Humari unit leather footwear banati hai. 12 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",leather footwear|denim jeans|handbags,RET12,B2C,Only offline,Yes,Yes,No,Yes,No,No,hi,9396645638
MSE-02169,UDYAM-UP-14-2493062,New Ambika Jewellers,Proprietary,Male,General,No,Uttar Pradesh,Moradabad,294909,32111,Services,Micro,3,5.0,We manufacture artificial jewellery and cotton sarees in Moradabad. Supplying to local shops and traders for over 7 years.,artificial jewellery|cotton sarees|leather footwear,RET12,B2B,Only offline,No,Yes,No,Yes,No,No,hi,9110565917
MSE-02170,UDYAM-AP-24-9071356,Rahul Enterprises,Proprietary,Male,General,No,Andhra Pradesh,Visakhapatnam,399763,32112,Services,Micro,2,1.0,"Hum Visakhapatnam mein leather footwear aur kurtis banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",leather footwear|kurtis|denim jeans,RET12,Both,Only offline,Yes,Yes,No,Yes,Yes,Yes,ta,9325649093
MSE-02171,UDYAM-RJ-28-7211667,Badi Bi Ma Milk,Proprietary,Female,General,No,Rajasthan,Sikar,606996,10509,Manufacturing,Micro,2,2.0,"Small unit making dry fruits, pickles and spices. Quality products at wholesale rates.",dry fruits|pickles|spices,RET10,B2C,Both,No,Yes,No,Yes,No,Yes,hi,9709418990
MSE-02172,UDYAM-AP-26-0793636,Babji Kitchen,Proprietary,Male,General,No,Andhra Pradesh,Ntr,736143,56210,Services,Micro,4,5.0,"Small unit making sweets, snacks and tiffin meals. Quality products at wholesale rates.",sweets|snacks|tiffin meals,RET11,Both,Both,Yes,No,No,Yes,Yes,Yes,hi,9518329212
MSE-02173,UDYAM-UP-03-8582976,Krushna Kirana Shop Nimbi Dahatre,Proprietary,Male,OBC,No,Uttar Pradesh,Maharajganj,822031,56291,Services,Micro,1,2.0,"Hum Maharajganj mein snacks aur bakery items banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",snacks|bakery items|tiffin meals,RET11,Both,Only online,No,Yes,No,No,No,No,bn,9451240956
MSE-02174,UDYAM-OD-25-3448292,Al - Sohail International,Proprietary,Male,General,No,Odisha,Dhenkanal,241959,56291,Services,Micro,3,1.0,हम catering food और snacks बनाते हैं। हमारा काम Dhenkanal में है और हम ऑनलाइन बेचना चाहते हैं।,catering food|snacks|bakery items,RET11,B2C,Only offline,No,Yes,No,Yes,No,Yes,en,9558666983
MSE-02175,UDYAM-UP-01-1836947,Lucky Tailor,Proprietary,Male,General,No,Uttar Pradesh,Maharajganj,548263,13999,Manufacturing,Micro,3,1.0,We manufacture kids garments and denim jeans in Maharajganj. Supplying to local shops and traders for over 17 years.,kids garments|denim jeans|kurtis,RET12,B2B,Both,No,Yes,Yes,Yes,No,Yes,hi,9958396313
MSE-02176,UDYAM-CG-11-0380923,Nitesh Arvind Patel,Proprietary,Male,ST,No,Chhattisgarh,Rajnandagaon,244201,56102,Manufacturing,Micro,3,1.0,"Hum Rajnandagaon mein snacks aur tiffin meals banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",snacks|tiffin meals|bakery items,RET11,B2C,Only offline,Yes,Yes,Yes,Yes,No,Yes,en,9865394021
MSE-02177,UDYAM-MH-18-8414118,Goat Simulator And Forming,Proprietary,Female,SC,No,Maharashtra,Thane,683167,10504,Manufacturing,Micro,1,5.0,Goat Simulator And Forming is a micro enterprise producing papad. We want to sell online across India.,papad|jaggery|spices,RET10,B2C,Only offline,Yes,Yes,Yes,Yes,No,Yes,hi,9520896309
MSE-02178,UDYAM-HR-34-2835075,Airmax Services,Proprietary,Male,General,No,Haryana,Hisar,707922,25111,Manufacturing,Micro,15,10.0,Airmax Services is a micro enterprise producing fasteners. We want to sell online across India.,fasteners|steel fabrication|industrial fittings,RET1B,B2C,Both,No,Yes,No,Yes,No,Yes,gu,9483757278
MSE-02179,UDYAM-PB-27-1684757,The Printer,Proprietary,Male,OBC,No,Punjab,Mansa,380748,17095,Manufacturing,Micro,6,10.0,We manufacture curtains and wooden furniture in Mansa. Supplying to local shops and traders for over 2 years.,curtains|wooden furniture|home decor items,RET16,B2C,Only offline,Yes,No,No,Yes,No,Yes,en,9149071581
MSE-02180,UDYAM-WB-04-1578407,Desai And Sons,Proprietary,Male,General,No,West Bengal,Purulia,255223,17097,Services,Micro,2,1.0,"Humari unit cookware banati hai. 5 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",cookware|brass handicrafts|stationery,RET16,B2C,Both,No,Yes,No,No,No,No,gu,9379838737
MSE-02181,UDYAM-MP-18-8440325,Kabir Bakery Nandre.,Proprietary,Male,General,No,Madhya Pradesh,Jabalpur,645217,10712,Manufacturing,Micro,4,5.0,We manufacture dry fruits and spices in Jabalpur. Supplying to local shops and traders for over 10 years.,dry fruits|spices|ghee,RET10,B2B,Both,No,Yes,No,Yes,No,No,en,9775270372
MSE-02182,UDYAM-HR-29-1804691,Savari Fashion Studio,Proprietary,Female,General,No,Haryana,Faridabad,742405,14101,Manufacturing,Micro,1,5.0,"Humari unit denim jeans banati hai. 8 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",denim jeans|cotton sarees|artificial jewellery,RET12,B2C,Only offline,No,Yes,No,Yes,Yes,No,en,9682791407
MSE-02183,UDYAM-MH-07-4140754,Htf Fashion Brand,Partnership,Female,General,No,Maharashtra,Palghar,823638,14101,Services,Micro,1,3.0,"Humari unit kurtis banati hai. 12 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",kurtis|kids garments|cotton sarees,RET12,B2B,Only online,No,No,No,Yes,No,Yes,kn,9801992833
MSE-02184,UDYAM-TG-18-0921443,Nano Micro Pharmaceuticals,Hindu Undivided Family,Male,General,No,Telangana,Nirmal,251479,21002,Manufacturing,Micro,2,1.0,"Hum Nirmal mein generic medicines aur surgical supplies banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",generic medicines|surgical supplies|medical devices,RET19,B2C,Only offline,Yes,No,Yes,Yes,No,Yes,en,9950826943
MSE-02185,UDYAM-MH-19-8559401,Airflow Products,Proprietary,Male,OBC,No,Maharashtra,Jalgaon,404502,25999,Manufacturing,Micro,10,25.0,"Small unit making machine parts, industrial fittings and hand tools. Quality products at wholesale rates.",machine parts|industrial fittings|hand tools,RET1B,B2B,Only offline,No,No,No,No,No,Yes,en,9921200540
MSE-02186,UDYAM-UP-32-3598541,Aqua Tech Systems,Proprietary,Female,General,No,Uttar Pradesh,Hamirpur,277177,27900,Manufacturing,Micro,5,1.0,We manufacture kitchen appliances and water purifiers in Hamirpur. Supplying to local shops and traders for over 15 years.,kitchen appliances|water purifiers|fans,RET15,B2C,Only offline,No,Yes,No,No,No,No,hi,9937197594
MSE-02187,UDYAM-DL-02-7889845,Vijay Fabrication,Proprietary,Male,General,No,Delhi,Central,346005,25996,Services,Small,2,50.0,"Humari unit machine parts banati hai. 4 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",machine parts|fasteners|steel fabrication,RET1B,B2C,Only online,Yes,Yes,Yes,Yes,No,Yes,en,9821781355
MSE-02188,UDYAM-RJ-20-5680376,Choudhry Steel And Furniture,Proprietary,Male,General,No,Rajasthan,Udaipur,145167,31003,Manufacturing,Micro,3,4.0,We manufacture cookware and brass handicrafts in Udaipur. Supplying to local shops and traders for over 13 years.,cookware|brass handicrafts|home decor items,RET16,B2C,Both,Yes,Yes,No,Yes,Yes,No,bn,9691828360
MSE-02189,UDYAM-UP-15-3589950,Shivam Beer & Wine,Proprietary,Male,General,No,Uttar Pradesh,Ghaziabad,503575,56291,Services,Micro,2,7.0,"Hum Ghaziabad mein sweets aur snacks banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",sweets|snacks|bakery items,RET11,B2C,Only offline,No,No,No,No,No,No,bn,9362680046
MSE-02190,UDYAM-MH-18-2748133,Jai Bhavani Super Market,Proprietary,Male,General,No,Maharashtra,Pune,830952,56291,Services,Small,5,30.0,"Small unit making catering food, beverages and snacks. Quality products at wholesale rates.",catering food|beverages|snacks,RET11,B2C,Only online,Yes,Yes,Yes,Yes,Yes,Yes,hi,9195753345
MSE-02191,UDYAM-BR-15-4291908,Adda Food Friends And Toge Therness,Proprietary,Male,OBC,No,Bihar,Patna,115045,10750,Services,Micro,1,2.0,"Small unit making masala powders, ghee and pickles. Quality products at wholesale rates.",masala powders|ghee|pickles,RET10,B2C,Only offline,Yes,No,Yes,Yes,Yes,Yes,kn,9589766093
MSE-02192,UDYAM-DL-23-9658720,Shree Ganesh Enterprise,Proprietary,Female,General,No,Delhi,North West,561512,14105,Services,Micro,1,2.0,हम handbags और cotton sarees बनाते हैं। हमारा काम North West में है और हम ऑनलाइन बेचना चाहते हैं।,handbags|cotton sarees|kids garments,RET12,B2C,Only offline,No,Yes,No,Yes,Yes,Yes,hi,9977528822
MSE-02193,UDYAM-MH-21-9612657,Shramika Super Syntex,Proprietary,Female,General,No,Maharashtra,Pune,285515,13911,Manufacturing,Micro,2,1.0,We manufacture cotton sarees and denim jeans in Pune. Supplying to local shops and traders for over 13 years.,cotton sarees|denim jeans|leather footwear,RET12,Both,Only offline,Yes,Yes,Yes,Yes,No,No,en,9363714397
MSE-02194,UDYAM-MH-32-7210678,Royal Agency,Proprietary,Male,General,No,Maharashtra,Thane,851823,56291,Services,Micro,1,3.0,Royal Agency is a micro enterprise producing tiffin meals. We want to sell online across India.,tiffin meals|snacks|bakery items,RET11,B2C,Only offline,No,Yes,Yes,No,No,No,hi,9170749293
MSE-02195,UDYAM-HR-32-1058999,Uma Digital Prints,Proprietary,Female,General,No,Haryana,Faridabad,196084,18112,Services,Small,1,40.0,We manufacture wooden furniture and cookware in Faridabad. Supplying to local shops and traders for over 11 years.,wooden furniture|cookware|stationery,RET16,Both,Only offline,No,No,Yes,Yes,No,Yes,kn,9311938710
MSE-02196,UDYAM-OD-24-4937408,Carol Petroleum Pvt. Ltd.,Private Limited Company,Male,General,No,Odisha,Deogarh,234918,20293,Manufacturing,Small,28,133.0,"Hum Deogarh mein herbal soaps aur face creams banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",herbal soaps|face creams|ayurvedic cosmetics,RET13,Both,Only offline,No,Yes,No,Yes,No,No,te,9834294489
MSE-02197,UDYAM-UP-14-9335511,Chai Coffee Pedia,Proprietary,Female,General,No,Uttar Pradesh,Ambedakar Nagar,536617,56302,Services,Micro,3,5.0,"Small unit making beverages, bakery items and tiffin meals. Quality products at wholesale rates.",beverages|bakery items|tiffin meals,RET11,B2B,Only offline,No,No,No,Yes,No,Yes,en,9661964254
MSE-02198,UDYAM-RJ-09-1670767,Kalpana Ladies Tailors,Proprietary,Male,General,No,Rajasthan,Sirohi,200058,14105,Services,Micro,5,2.0,"Humari unit denim jeans banati hai. 16 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",denim jeans|kurtis|artificial jewellery,RET12,B2B,Both,No,Yes,Yes,Yes,No,Yes,en,9839446131
MSE-02199,UDYAM-JK-22-2292080,Mumbai Accessory Pvt Ltd,Proprietary,Male,General,No,Jammu And Kashmir,Ganderbal,596040,13131,Manufacturing,Small,38,34.0,"Hum Ganderbal mein denim jeans aur leather footwear banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",denim jeans|leather footwear|handbags,RET12,B2C,Only offline,No,No,No,No,No,Yes,kn,9305414065
MSE-02200,UDYAM-RJ-11-1012153,Sps Enterprises,Proprietary,Male,SC,No,Rajasthan,Jaipur,771776,10795,Manufacturing,Micro,8,10.0,"Hum Jaipur mein dry fruits aur namkeen banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",dry fruits|namkeen|ghee,RET10,B2B,Only offline,Yes,Yes,No,Yes,Yes,Yes,mr,9595512504
MSE-02201,UDYAM-UP-08-6627105,Om Sai Plasto Industries,Proprietary,Male,General,No,Uttar Pradesh,Prayagraj,305116,17092,Manufacturing,Micro,10,5.0,"Hum Prayagraj mein home decor items aur cookware banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",home decor items|cookware|bedsheets,RET16,B2B,Only offline,No,Yes,Yes,Yes,No,Yes,kn,9606941907
MSE-02202,UDYAM-RJ-16-1828110,Vaibhav Enterprises,Proprietary,Male,General,No,Rajasthan,Ganganagar,600671,16229,Manufacturing,Micro,1,2.0,"Humari unit wooden furniture banati hai. 12 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",wooden furniture|brass handicrafts|stationery,RET16,B2C,Only offline,Yes,No,No,Yes,No,Yes,kn,9429846002
MSE-02203,UDYAM-MH-20-1802286,Yeshodhan Cashu Unit,Proprietary,Male,General,No,Maharashtra,Nashik,767496,56291,Services,Small,15,14.0,"Humari unit beverages banati hai. 11 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",beverages|sweets|tiffin meals,RET11,B2C,Only online,No,Yes,Yes,No,No,Yes,gu,9866233664
MSE-02204,UDYAM-TN-03-3073101,Nitin Ankush Bandal,Proprietary,Male,General,No,Tamil Nadu,Chennai,346969,24109,Manufacturing,Micro,4,15.0,We manufacture machine parts and industrial fittings in Chennai. Supplying to local shops and traders for over 8 years.,machine parts|industrial fittings|steel fabrication,RET1B,B2C,Only offline,No,Yes,No,Yes,No,Yes,hi,9822144450
MSE-02205,UDYAM-KL-03-6836905,Namrata Enterprise,Proprietary,Male,General,No,Kerala,Palakkad,331057,56291,Services,Small,8,25.0,Namrata Enterprise is a small enterprise producing catering food. We want to sell online across India.,catering food|sweets|snacks,RET11,B2B,Only offline,No,Yes,Yes,Yes,No,No,kn,9101609374
MSE-02206,UDYAM-WB-27-9164015,Rupal Bagrecha Jewels,Proprietary,Female,General,No,West Bengal,Bankura,351463,32111,Manufacturing,Micro,1,7.0,"Humari unit cotton sarees banati hai. 15 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",cotton sarees|kurtis|handbags,RET12,B2B,Both,Yes,Yes,No,Yes,No,Yes,mr,9202118867
MSE-02207,UDYAM-MP-28-0428572,Sai Apparels,Proprietary,Male,General,No,Madhya Pradesh,Jabalpur,295481,13131,Services,Micro,8,10.0,हम cotton sarees और handbags बनाते हैं। हमारा काम Jabalpur में है और हम ऑनलाइन बेचना चाहते हैं।,cotton sarees|handbags|kurtis,RET12,B2C,Only offline,No,No,No,Yes,No,Yes,en,9236558299
MSE-02208,UDYAM-RJ-24-3081878,Jeeno Knits Wear,Proprietary,Male,General,No,Rajasthan,Alwar,168745,14101,Manufacturing,Micro,10,10.0,"Humari unit leather footwear banati hai. 20 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",leather footwear|kurtis|cotton sarees,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,en,9271606501
MSE-02209,UDYAM-MH-17-7706203,Sajid Makrani,Proprietary,Male,General,No,Maharashtra,Hingoli,662531,10209,Manufacturing,Micro,2,2.0,"Small unit making masala powders, atta and pickles. Quality products at wholesale rates.",masala powders|atta|pickles,RET10,B2C,Only online,No,Yes,No,Yes,No,Yes,hi,9678221912
MSE-02210,UDYAM-MH-25-8931510,Noori Drilling Service,Proprietary,Male,General,No,Maharashtra,Raigad,421166,28221,Manufacturing,Micro,6,5.0,"Hum Raigad mein fasteners aur industrial fittings banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",fasteners|industrial fittings|steel fabrication,RET1B,B2B,Only online,Yes,Yes,Yes,Yes,Yes,Yes,gu,9990207681
MSE-02211,UDYAM-KL-17-7166236,Designers Boutique,Proprietary,Female,General,No,Kerala,Pathanamthipta,422827,14101,Services,Micro,2,2.0,Designers Boutique is a micro enterprise producing kurtis. We want to sell online across India.,kurtis|leather footwear|denim jeans,RET12,B2C,Only offline,No,No,Yes,Yes,No,Yes,hi,9419651322
MSE-02212,UDYAM-UK-13-8343687,Samant Dairy,Proprietary,Female,General,No,Uttarakhand,Dehradun,417308,10501,Manufacturing,Small,7,40.0,"Hum Dehradun mein spices aur namkeen banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",spices|namkeen|dry fruits,RET10,B2C,Only offline,No,Yes,No,No,No,Yes,hi,9544863507
MSE-02213,UDYAM-OD-24-2676847,Pallavi Santosh Mensagare,Proprietary,Female,General,No,Odisha,Deogarh,673153,10750,Manufacturing,Micro,4,2.0,"Small unit making dry fruits, papad and atta. Quality products at wholesale rates.",dry fruits|papad|atta,RET10,B2B,Both,Yes,Yes,No,Yes,No,Yes,te,9816120323
MSE-02214,UDYAM-GA-15-4346853,Sayyad Apparels,Proprietary,Male,General,No,Goa,North Goa,729330,14109,Manufacturing,Micro,2,1.0,"Small unit making kids garments, kurtis and artificial jewellery. Quality products at wholesale rates.",kids garments|kurtis|artificial jewellery,RET12,B2C,Only offline,Yes,No,No,Yes,No,Yes,hi,9660844727
MSE-02215,UDYAM-KA-02-7236347,Ruchika Poli Bhaji Kendra,Proprietary,Female,General,No,Karnataka,Bengaluru (Rural),749655,56210,Services,Micro,7,1.0,We manufacture tiffin meals and beverages in Bengaluru (Rural). Supplying to local shops and traders for over 18 years.,tiffin meals|beverages|sweets,RET11,B2C,Both,No,Yes,No,Yes,No,Yes,mr,9896506994
MSE-02216,UDYAM-MP-33-3619408,Sunil Foot Wear,Proprietary,Male,General,No,Madhya Pradesh,Bhopal,384774,15201,Services,Micro,1,1.0,Sunil Foot Wear is a micro enterprise producing leather footwear. We want to sell online across India.,leather footwear|kurtis|kids garments,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,en,9516540589
MSE-02217,UDYAM-DL-12-5687532,Al-Ameerul Garments,Proprietary,Male,OBC,No,Delhi,South East,666932,14101,Manufacturing,Micro,14,5.0,Al-Ameerul Garments is a micro enterprise producing cotton sarees. We want to sell online across India.,cotton sarees|denim jeans|kids garments,RET12,B2C,Only offline,Yes,Yes,No,No,Yes,Yes,en,9337031588
MSE-02218,UDYAM-TG-03-0267343,M. F. Khan Pav Supplier,Proprietary,Male,General,No,Telangana,Hyderabad,831531,10617,Manufacturing,Micro,2,2.0,M. F. Khan Pav Supplier is a micro enterprise producing jaggery. We want to sell online across India.,jaggery|pickles|atta,RET10,B2C,Both,No,Yes,No,Yes,No,Yes,hi,9733291112
MSE-02219,UDYAM-RJ-03-1073806,Rubina Enterprises,Proprietary,Female,General,No,Rajasthan,Jodhpur,812132,56292,Services,Micro,3,3.0,"Hum Jodhpur mein tiffin meals aur sweets banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",tiffin meals|sweets|bakery items,RET11,B2C,Only online,No,No,No,No,No,Yes,hi,9706367493
MSE-02220,UDYAM-OD-27-2609057,Trimurti Services,Proprietary,Male,General,No,Odisha,Kendrapara,124595,56102,Services,Micro,5,5.0,"Small unit making beverages, tiffin meals and snacks. Quality products at wholesale rates.",beverages|tiffin meals|snacks,RET11,B2B,Only offline,No,Yes,No,Yes,No,Yes,hi,9510207891
MSE-02221,UDYAM-TN-02-8079933,Cks Food Center,Proprietary,Male,SC,No,Tamil Nadu,Ramanathapuram,159741,56103,Services,Micro,2,1.0,हम tiffin meals और sweets बनाते हैं। हमारा काम Ramanathapuram में है और हम ऑनलाइन बेचना चाहते हैं।,tiffin meals|sweets|snacks,RET11,B2C,Only offline,Yes,Yes,No,No,Yes,Yes,bn,9100389001
MSE-02222,UDYAM-MH-01-0967632,Dilshad Bakery,Proprietary,Female,OBC,No,Maharashtra,Raigad,757529,10712,Manufacturing,Micro,2,5.0,हम ghee और jaggery बनाते हैं। हमारा काम Raigad में है और हम ऑनलाइन बेचना चाहते हैं।,ghee|jaggery|atta,RET10,B2C,Only offline,Yes,No,Yes,Yes,Yes,Yes,mr,9608780866
MSE-02223,UDYAM-HR-06-5479299,Abhi Job Hospitality And Food Service,Proprietary,Male,General,No,Haryana,Rewari,257969,56210,Services,Micro,3,5.0,Abhi Job Hospitality And Food Service is a micro enterprise producing catering food. We want to sell online across India.,catering food|sweets|bakery items,RET11,B2B,Only offline,Yes,Yes,Yes,Yes,Yes,Yes,hi,9467853834
MSE-02224,UDYAM-MH-04-5119711,Sainath Tailor,Proprietary,Male,General,No,Maharashtra,Bhandara,132368,14109,Services,Micro,2,1.0,"Small unit making handbags, kurtis and leather footwear. Quality products at wholesale rates.",handbags|kurtis|leather footwear,RET12,B2C,Only online,No,Yes,Yes,Yes,No,Yes,kn,9114561622
MSE-02225,UDYAM-AP-09-9722637,Vimser Engineering Products,Proprietary,Male,General,No,Andhra Pradesh,Vizianagaram,504222,22199,Manufacturing,Small,5,50.0,"Hum Vizianagaram mein stationery aur curtains banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",stationery|curtains|home decor items,RET16,B2C,Both,Yes,Yes,No,Yes,No,Yes,te,9138149033
MSE-02226,UDYAM-MP-12-7502467,Sangam Global Rubber Works,Proprietary,Male,General,No,Madhya Pradesh,Dewas,709413,22199,Manufacturing,Micro,9,5.0,We manufacture wooden furniture and curtains in Dewas. Supplying to local shops and traders for over 17 years.,wooden furniture|curtains|stationery,RET16,B2C,Both,Yes,Yes,Yes,Yes,Yes,No,en,9446808461
MSE-02227,UDYAM-AP-27-6207142,Shri Ganesh Furniture,Proprietary,Male,General,No,Andhra Pradesh,Kakinada,523050,16299,Manufacturing,Micro,5,10.0,"Small unit making home decor items, curtains and stationery. Quality products at wholesale rates.",home decor items|curtains|stationery,RET16,Both,Only offline,Yes,Yes,No,Yes,No,Yes,mr,9713070590
MSE-02228,UDYAM-TN-06-2336344,Shree Ganesh Milk Suppliers,Proprietary,Male,General,No,Tamil Nadu,Tiruvannamalai,139509,10501,Services,Micro,1,1.0,"Small unit making ghee, papad and namkeen. Quality products at wholesale rates.",ghee|papad|namkeen,RET10,B2B,Only offline,No,Yes,Yes,Yes,No,Yes,hi,9558403464
MSE-02229,UDYAM-AS-08-9692863,1 Number Spicy Tadka C/O Bharat Multiservices,Proprietary,Female,General,No,Assam,Cachar,427192,56101,Services,Micro,7,5.0,"Hum Cachar mein sweets aur catering food banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",sweets|catering food|tiffin meals,RET11,B2C,Both,No,Yes,Yes,Yes,No,Yes,hi,9479406036
MSE-02230,UDYAM-DL-15-6170011,M/S H.S. Engineers,Partnership,Male,General,No,Delhi,South East,161480,24109,Manufacturing,Micro,4,16.0,M/S H.S. Engineers is a micro enterprise producing hand tools. We want to sell online across India.,hand tools|industrial fittings|machine parts,RET1B,B2C,Only offline,No,Yes,No,Yes,No,No,en,9318181956
MSE-02231,UDYAM-RJ-16-8428348,Shringaar Jewellers,Proprietary,Male,General,No,Rajasthan,Sikar,675989,32120,Services,Micro,6,2.0,Shringaar Jewellers is a micro enterprise producing artificial jewellery. We want to sell online across India.,artificial jewellery|leather footwear|handbags,RET12,Both,Only offline,Yes,Yes,Yes,Yes,No,Yes,mr,9437914624
MSE-02232,UDYAM-RJ-31-7780245,Shree Electricals,Proprietary,Male,General,No,Rajasthan,Chittorgarh,835746,27509,Manufacturing,Micro,6,10.0,"Hum Chittorgarh mein water purifiers aur mixer grinders banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",water purifiers|mixer grinders|irons,RET15,B2C,Only offline,No,No,No,Yes,No,No,ta,9191704891
MSE-02233,UDYAM-TG-22-7770740,Mayuri Cloth Store,Proprietary,Female,OBC,No,Telangana,Hyderabad,267389,13999,Manufacturing,Micro,2,2.0,Mayuri Cloth Store is a micro enterprise producing denim jeans. We want to sell online across India.,denim jeans|kurtis|handbags,RET12,B2C,Only offline,No,Yes,No,No,No,Yes,mr,9416464141
MSE-02234,UDYAM-UK-31-7114748,Salonee,Proprietary,Male,General,No,Uttarakhand,Champawat,355246,13121,Services,Micro,5,1.0,"Hum Champawat mein denim jeans aur cotton sarees banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",denim jeans|cotton sarees|kurtis,RET12,B2C,Both,No,Yes,No,Yes,Yes,Yes,en,9274003843
MSE-02235,UDYAM-TN-29-1765805,Renuka Tea Centre,Proprietary,Male,General,No,Tamil Nadu,Erode,813654,56302,Manufacturing,Micro,5,10.0,"Small unit making sweets, bakery items and snacks. Quality products at wholesale rates.",sweets|bakery items|snacks,RET11,B2B,Both,Yes,No,No,Yes,Yes,No,hi,9825099723
MSE-02236,UDYAM-JK-07-7256722,Shiv Engineering Works,Proprietary,Male,OBC,No,Jammu And Kashmir,Ganderbal,829079,28299,Manufacturing,Micro,3,7.0,"Humari unit industrial fittings banati hai. 9 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",industrial fittings|steel fabrication|hand tools,RET1B,B2C,Only offline,Yes,Yes,No,No,Yes,No,mr,9867421990
MSE-02237,UDYAM-GJ-27-2624346,Goodluck Furniture Shop,Proprietary,Male,General,No,Gujarat,Ahmadabad,138731,31009,Manufacturing,Micro,1,5.0,"Hum Ahmadabad mein curtains aur wooden furniture banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",curtains|wooden furniture|stationery,RET16,B2C,Only online,No,Yes,No,Yes,No,Yes,hi,9691171428
